cor,Int,BCue,CCue,subs,corRehB,corRehC
TRUE,TRUE,TRUE,FALSE,13,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,13,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,13,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,13,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,13,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,13,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,13,FALSE,TRUE
TRUE,TRUE,TRUE,FALSE,13,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,13,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,13,TRUE,FALSE
FALSE,FALSE,TRUE,FALSE,13,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,13,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,13,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,13,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,13,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,13,FALSE,TRUE
FALSE,TRUE,TRUE,FALSE,13,FALSE,TRUE
TRUE,TRUE,FALSE,FALSE,13,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,13,FALSE,TRUE
TRUE,FALSE,TRUE,FALSE,13,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,13,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,13,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,13,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,13,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,13,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,13,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,13,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,13,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,13,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,13,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,13,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,13,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,13,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,13,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,13,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,13,FALSE,TRUE
FALSE,TRUE,TRUE,TRUE,13,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,13,TRUE,TRUE
FALSE,TRUE,TRUE,TRUE,13,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,14,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,14,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,14,TRUE,FALSE
FALSE,TRUE,TRUE,TRUE,14,FALSE,FALSE
FALSE,TRUE,FALSE,TRUE,14,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,14,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,14,FALSE,TRUE
TRUE,FALSE,TRUE,FALSE,14,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,14,FALSE,FALSE
TRUE,FALSE,FALSE,FALSE,14,FALSE,FALSE
FALSE,TRUE,FALSE,TRUE,14,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,14,FALSE,TRUE
TRUE,TRUE,TRUE,FALSE,14,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,14,FALSE,TRUE
FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE
FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE
TRUE,FALSE,FALSE,FALSE,14,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,14,TRUE,TRUE
FALSE,TRUE,TRUE,TRUE,14,FALSE,TRUE
FALSE,FALSE,FALSE,FALSE,14,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,14,FALSE,TRUE
TRUE,TRUE,FALSE,FALSE,14,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,14,FALSE,TRUE
FALSE,TRUE,TRUE,FALSE,14,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,14,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,14,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,14,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,14,TRUE,FALSE
FALSE,TRUE,TRUE,TRUE,14,FALSE,FALSE
FALSE,TRUE,FALSE,FALSE,14,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,14,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE
TRUE,TRUE,FALSE,FALSE,14,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,14,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,14,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,14,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE
TRUE,TRUE,FALSE,TRUE,14,FALSE,TRUE
FALSE,FALSE,TRUE,FALSE,14,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,14,TRUE,FALSE
TRUE,TRUE,TRUE,TRUE,14,FALSE,TRUE
TRUE,FALSE,FALSE,FALSE,14,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,14,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,14,FALSE,TRUE
FALSE,TRUE,TRUE,TRUE,14,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,14,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,14,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,14,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,14,FALSE,FALSE
FALSE,TRUE,FALSE,TRUE,14,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,14,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,14,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,14,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,14,FALSE,TRUE
TRUE,FALSE,FALSE,FALSE,14,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,14,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,14,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,14,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,14,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,14,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,14,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,14,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,14,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,14,FALSE,TRUE
FALSE,TRUE,FALSE,FALSE,14,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,14,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,14,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,14,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,14,FALSE,FALSE
TRUE,FALSE,TRUE,FALSE,14,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,15,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,15,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,15,FALSE,FALSE
TRUE,TRUE,FALSE,TRUE,15,FALSE,TRUE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,15,FALSE,TRUE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
FALSE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,15,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,15,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,15,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,15,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,15,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,16,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,16,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,16,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,16,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,16,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,16,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,16,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,16,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,16,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,16,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,16,FALSE,FALSE
FALSE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,16,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,16,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,16,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,16,FALSE,TRUE
FALSE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,16,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,16,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,16,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,16,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,16,FALSE,TRUE
FALSE,TRUE,FALSE,TRUE,16,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,16,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,16,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,16,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,16,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,16,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,16,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,17,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,17,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,17,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,17,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,17,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,17,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,17,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,17,FALSE,TRUE
TRUE,TRUE,TRUE,FALSE,17,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,17,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,17,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,17,FALSE,FALSE
TRUE,FALSE,FALSE,FALSE,17,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,17,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,17,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,17,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,17,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,17,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,17,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,17,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,17,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,17,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,17,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,17,FALSE,FALSE
FALSE,TRUE,FALSE,TRUE,17,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,17,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,17,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,17,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,17,FALSE,FALSE
FALSE,FALSE,TRUE,FALSE,17,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,17,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,17,FALSE,FALSE
FALSE,FALSE,TRUE,FALSE,17,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,17,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,17,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,17,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,17,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,17,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,17,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,17,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,17,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,17,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,17,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,17,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,17,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,17,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,17,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,17,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,17,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,17,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,17,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,17,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,17,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,17,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,17,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,17,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,17,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,17,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,17,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,17,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,17,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,17,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,17,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,17,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,17,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,17,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,17,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,17,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,17,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,17,TRUE,FALSE
FALSE,FALSE,TRUE,FALSE,17,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,17,FALSE,TRUE
TRUE,TRUE,TRUE,FALSE,17,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,17,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,17,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,17,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,17,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,17,TRUE,FALSE
FALSE,FALSE,TRUE,FALSE,17,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,17,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,17,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,17,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,17,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,17,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,17,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,17,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,17,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,17,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,17,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,17,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,17,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,17,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,17,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,17,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,17,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,17,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,17,FALSE,TRUE
TRUE,FALSE,FALSE,FALSE,17,FALSE,FALSE
FALSE,FALSE,TRUE,FALSE,17,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,17,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,18,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,18,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,18,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,18,TRUE,FALSE
FALSE,FALSE,TRUE,FALSE,18,TRUE,FALSE
FALSE,FALSE,TRUE,FALSE,18,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,18,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,18,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,18,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,18,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,18,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,18,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,18,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,18,FALSE,TRUE
TRUE,TRUE,TRUE,FALSE,18,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,18,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,18,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,18,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,18,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,18,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,18,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,18,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,18,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,18,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,18,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,18,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,18,TRUE,FALSE
